ID,Name,Age,100s,50s,6s,Balls,Balls Faced,Bat_Average,Bowl_Strike_rate,Economy_Rate,Innings,Maidens,Overs,Runs,Wickets,Ratings
1416,Kraigg Clairmonte Brathwaite,26,91,1,0,231,483,27.8,152,5.53,219,1430,164,452,77,69
1417,Anshuman D Gaekwad,66,95,1,0,118,509,20.69,48,4.88,383,874,75,576,64,112
1418,Sandeep Jyoti,45,42,0,2,74,442,22,120,4.5,565,1059,4,253,191,81
1419,John M Parker,68,78,1,0,25,410,12.4,16,3.75,180,259,228,391,136,123
1420,Richard B Reid,60,45,2,1,102,448,27.56,7,11.14,397,576,281,400,26,160
1421,Raza-ur-Rehman,33,76,3,0,172,262,45,122,6.3,69,159,335,268,26,180
1422,Bruce R Blair,61,40,0,1,65,253,14.5,30,6.8,303,1541,11,228,408,130
1423,Donovan E S Maxwell,48,43,1,5,97,238,27.67,72,5.83,316,1586,165,171,201,139
1424,Rohan S Gavaskar,43,69,1,2,137,234,18.88,72,6.17,10,1812,213,222,218,108
1425,Gregory M Strydom,34,76,1,3,68,225,14.7,66,5.55,376,759,422,306,272,103
1426,Graham N Edwards,63,95,0,1,92,191,23,6,5,267,674,123,90,382,173
1427,Trevor E Jesty,70,78,1,2,67,182,21.17,108,5.17,438,893,227,123,151,99
1428,Mark J Cosgrove,34,141,1,2,87,116,37.33,30,2.6,281,1229,217,124,198,233
1429,Dipendra Singh Airee,19,125,0,1,13,158,18,78,3.92,204,2150,197,140,27,108
1430,Arshad Laeeq,48,130,0,2,125,215,20.2,198,6,86,1642,120,163,16,0
1431,Saqib Ali,40,145,0,0,151,129,21,60,5.7,156,412,228,231,309,120
1432,Reinhardt Strydom,41,108,0,1,461,155,13.83,48,7.88,236,435,45,140,258,91
1433,Yohan Goonasekera,61,14,0,0,55,104,23,36,5.83,208,824,184,50,115,143
1434,Arshad Ali,42,7,0,0,299,102,13.5,102,6.18,656,392,266,437,20,54
1435,Ramesh K Sethi,77,25,0,0,113,191,18,120,5,584,97,80,69,55,15
1436,Vaughan R Brown,59,114,0,0,293,85,14.67,66,6.82,428,863,145,70,275,78
1437,Ashok V Mankad,1,25,0,0,95,61,44,35,8.06,257,495,78,92,91,206
1438,Faisal Hossain,39,11,0,1,81,91,10.75,73,4.36,183,732,175,294,229,57
1439,Marthinus J Fourie,39,31,0,1,488,51,21,179,4.29,201,594,230,91,67,70
1440,Tobias Skelton Roland-Jones,31,49,0,1,159,37,10.52,42,4.86,404,790,227,124,157,161
1441,Joginder Sharma,35,78,0,0,81,30,35,150,4.6,205,317,137,159,273,180
1442,Bradley E Young,46,88,0,0,70,47,15.5,234,6.44,116,731,91,396,407,-7
1443,Bas de Leede,19,104,0,1,43,62,15,23,3.91,269,56,13,400,95,102
1444,Mujahid Jamshed,47,7,0,0,307,54,13.5,24,1.5,449,1827,275,274,76,100
1445,Jacobi Robinson,34,50,0,1,64,40,13.5,138,7.43,18,611,210,255,538,53
1446,Burton O van Rooi,36,106,0,0,327,38,26,120,5.95,540,1265,532,51,190,98
1447,Wasim Haider,51,116,0,0,229,70,13,114,4.16,636,395,141,85,160,20
1448,Zain Abbas,32,97,0,0,236,54,10.52,36,9.33,92,231,334,242,191,81
1449,Alexander N French,38,95,0,0,28,84,12,72,5.58,396,376,157,280,333,30
1450,Andrew J Penn,44,114,0,0,428,33,11.5,159,7.58,303,913,270,93,235,38
1451,Vivek Razdan,49,93,0,0,165,27,11.5,84,5.5,73,753,181,6,41,111
1452,Bharathi Arun,56,53,0,0,79,32,10.5,102,6.06,325,1344,55,10,193,66
1453,Umair Ali,33,67,0,1,383,30,10,108,6.94,89,319,180,56,114,63
1454,Eric Gouka,49,27,0,0,184,36,19,22,13.91,92,212,102,107,204,119
1455,Laxmi R Shukla,37,30,0,0,174,19,9,114,4.95,362,893,102,14,34,100
1456,Syed Maqsood,43,57,0,0,34,43,9,66,7.64,376,1330,159,242,277,47
1457,Runish D Gudhka,29,71,0,0,464,14,17,78,4.62,2,391,92,215,346,187
1458,Andrew D G Roberts,26,95,0,0,280,24,16,56,3.21,256,147,162,327,184,111
1459,Ronsford Rodwick Beaton,26,120,0,0,335,51,15,102,6,276,1338,8,101,313,20
1460,Jeffrey R Hammond,68,134,0,0,424,28,10.52,54,4.56,0,322,183,186,145,78
1461,Gary E Kidd,33,28,0,0,284,25,15,216,4.78,231,411,138,23,80,-5
1462,Gopalkrishna Bose,71,63,0,0,279,18,13,66,3.55,447,1518,73,91,92,107
1463,Asim Saeed,39,20,0,0,26,19,6,54,4.44,117,545,62,32,30,83
1464,Deepak Lokandersingh Chahar,26,87,0,0,16,14,12,24,9.25,36,280,30,60,298,152
1465,Rishi Dhawan,29,33,0,0,287,13,12,150,6.4,88,719,25,49,279,80
1466,Shane Snater,22,103,0,1,123,14,6,71,5.32,237,235,93,153,426,107
1467,Ahmed Kamal,41,64,0,0,224,19,11,30,7.8,376,879,17,94,44,101
1468,Pawuluge Malinda Pushpakumara,31,22,0,1,157,26,5.5,114,5.53,2,739,53,80,476,8
1469,Ruaidhri A J Smith,24,142,0,1,35,6,10,90,6.47,355,1214,62,123,333,232
1470,Andris K Zesers,46,52,0,0,48,14,10.52,90,4.93,44,118,143,24,44,83
1471,Stuart J Chalmers,36,82,0,0,111,14,10.52,60,4.9,325,1563,17,191,316,91
1472,Mark J Haslam,46,94,0,0,150,18,9,30,5.6,709,609,192,180,176,84
1473,Howard R Johnson,54,35,0,0,74,20,9,60,6.9,379,41,41,164,80,57
1474,Parbhu G Nana,85,143,0,0,309,45,9,173,4.02,306,477,75,278,222,-54
1475,Oliver Peter Stone,25,46,0,0,115,7,10.52,96,6.06,80,11,69,43,89,169
1476,Carl Junior Dala,29,103,0,0,48,6,8,102,7.12,684,1375,138,101,64,166
1477,Thewarathantrige L Fernando,56,105,0,0,21,6,8,18,5.33,499,117,91,102,217,221
1478,Iftikhar Ahmed,28,34,0,0,226,31,4,60,4.9,113,1190,21,202,140,13
1479,Sanjay S Raul,42,134,0,0,43,14,4,36,4.5,430,1123,97,182,123,79
1480,Charles A Reid,56,40,0,0,279,17,4,78,4.85,298,163,316,74,21,35
1481,Kenneth Shuttleworth,74,87,0,0,131,19,7,56,3.11,69,853,158,52,95,41
1482,Michael T Chinouya,32,13,0,0,235,8,6,66,4.55,449,597,110,36,169,92
1483,Daniel J Worrall,27,138,0,0,46,4,10.52,158,6.49,45,293,83,169,211,163
1484,Mansoor Amjad,31,34,0,0,204,10,5,48,5.5,96,1624,81,232,141,62
1485,Neeyamur Rashid,44,117,0,0,136,5,5,78,5.08,307,1617,22,33,161,123
1486,Philip S Eaglestone,36,102,0,0,164,3,4,42,8.57,114,815,108,242,229,195
1487,Doddanarasiah Ganesh,45,55,0,0,55,8,4,30,4,138,166,206,124,1,71
1488,Barry B Seebaran,46,141,0,0,515,13,4,108,7.22,508,1251,151,221,226,-11
1489,Sean A Abbott,27,52,0,0,176,7,3,30,5,667,1050,52,205,3,57
1490,Lance J Hamilton,45,139,0,0,113,6,10.52,108,7.94,809,468,132,232,67,37
1491,Ijaz Ahmed,50,65,0,0,211,2,10.52,30,5,199,1549,115,76,80,246
1492,Surendra V Nayak,64,27,0,0,184,19,3,222,4.35,508,224,109,359,10,-109
1493,Ujesh Ranchod,49,126,0,0,67,6,10.52,174,4.48,243,778,172,259,234,-4
1494,Beuran E Hendricks,28,45,0,0,204,8,10.52,96,5.06,325,430,11,164,451,5
1495,Kashif Raza,39,67,0,0,29,2,10.52,30,7.2,235,1681,267,68,287,167
1496,Sameer Zia,37,128,0,0,20,20,10.52,60,4.4,249,438,6,116,15,5
1497,Greg J Thompson,31,67,0,0,185,21,1,72,6.08,288,839,58,40,73,-29
1498,Aminul Islam Jnr,43,99,0,0,294,1,10.52,30,6.6,421,1237,83,98,475,167
1499,Konara Mudiyanselage Chaminda Bandara,31,55,0,0,95,3,10.52,60,8.3,574,365,163,0,77,41
1500,Waddington Mwayenga,34,124,0,0,244,11,0.5,126,7.48,145,1510,270,321,121,-65
1501,Dirk P Nannes,42,71,0,0,84,2,1,42,2.86,372,1211,46,139,123,56
1502,Leon C Romero,44,83,0,0,180,7,0.5,24,13,89,21,428,10,114,9
1503,Subashis Roy,30,133,0,0,281,9,10.52,60,4.5,220,194,29,115,211,7
1504,Berend A Westdijk,33,63,0,0,187,6,0.5,156,7.5,256,1027,102,220,65,-73
1505,Jayant Yadav,29,16,0,0,48,1,10.52,24,2,791,1596,28,328,106,171
1506,Aamer Hameed,64,93,0,0,3,0,10.52,88,2.59,169,1007,180,102,358,-21
1507,Graeme W Aldridge,41,91,0,0,67,0,10.52,114,5.16,276,1249,102,165,166,-39
1508,Joseph E Benjamin,58,129,0,0,173,6,0,72,3.92,34,232,240,292,48,-39
1509,Brendon P Bracewell,59,10,0,0,168,4,10.52,66,3.73,373,156,231,62,54,-8
1510,Robert G Callender,68,80,0,0,19,5,0,54,2.89,612,691,234,261,159,-27
1511,Dawlat Ahmadzai,34,122,0,0,23,0,10.52,112,6.48,3,443,51,155,446,-38
1512,Trevor N Garwe,32,127,0,0,61,0,10.52,36,8.33,669,393,183,261,72,11
1513,Victor Grandia,40,23,0,0,441,5,0,30,8,236,1584,84,161,174,-12
1514,Floris Jansen,56,30,0,0,79,0,10.52,54,6.89,1284,719,94,166,218,-1
1515,Pradeep S Jayaprakashdaran,35,37,0,0,272,0,10.52,36,3.5,202,160,157,2,30,12
1516,Jan L Louw,59,13,0,0,91,0,10.52,60,6,186,281,26,77,70,-5
1517,Andrew W Mathieson,29,19,0,0,137,0,10.52,24,10,19,123,0,56,82,19
1518,John Nagenda,80,92,0,0,3,0,10.52,54,5.56,1089,1017,48,79,81,0
1519,Ashley A Noffke,41,130,0,0,16,0,10.52,54,5.11,724,279,136,168,218,-1
1520,Joel S Paris,26,133,0,0,57,0,10.52,96,5.81,441,676,143,171,343,-28
1521,Norbert Phillip,70,90,0,0,8,5,0,42,3.14,202,1071,50,170,62,-20
1522,Nishantha Ranatunga,53,126,0,0,103,3,0,102,4.82,107,213,15,4,335,-59
1523,Seth Hayden Arnold Rance,31,32,0,0,231,0,10.52,105,6.29,51,1195,102,251,165,-33
1524,Randhir Singh,61,50,0,0,155,0,10.52,72,4,760,734,316,137,8,-12
1525,Raza Hasan,26,117,0,0,315,2,0,60,6.8,142,1040,138,61,84,-32
1526,Brett N Schultz,48,26,0,0,176,0,10.52,54,3.89,182,104,12,114,135,0
1527,Shakeel Khan,50,113,0,0,210,4,0,54,5.56,77,1372,266,26,27,-28
1528,Shehzad Altaf,61,96,0,0,27,0,10.52,78,2.85,19,624,59,79,125,-14
1529,Mthokozisi Shezi,31,97,0,0,356,0,10.52,36,1.33,173,335,109,152,236,12
1530,Rudra Pratap Singh,54,111,0,0,73,0,10.52,82,5.63,405,590,112,30,250,-18
1531,Milton A Small,55,142,0,0,127,0,10.52,84,3.86,4,189,112,427,487,-20
1532,Garfield St Aubrun Sobers,82,99,0,0,103,6,0,63,2.95,379,727,453,38,382,-32
1533,Tanvir Mehdi,46,105,0,0,204,5,0,66,6.55,487,1030,133,49,9,-36
1534,Alan L Thomson,73,53,0,0,132,0,10.52,64,2.06,370,511,410,117,291,-6
1535,Washington Sundar,19,142,0,0,174,0,10.52,60,6.5,65,321,19,141,40,-5
1536,Sajeewa Weerakoon,41,118,0,0,94,0,10.52,60,4.9,142,222,59,107,429,-5
1537,Desmond L Haynes,63,26,57,53,8,13707,41.38,48.97994788,5.4,381,151,171,8548,349,399
1538,Marvan S Atapattu,46,72,59,15,266,12594,37.57,0,4.82,469,61,236,8596,314,380
1539,Luteru Ross Poutoa Lote Taylor,34,163,47,138,11,9626,48.35,0,5,548,1218,308,7874,340,443
1540,Hashim Mahomed Amla,35,175,37,53,390,8865,49.75,0,5.264759801,683,611,208,7891,204,453
1541,Warushavithana Upul Tharanga,34,115,37,52,113,9129,34.17,0,5.264759801,409,759,33,6935,50,352
1542,Gary Kirsten,51,153,45,20,97,9436,40.95,0,4.6,481,1054,131,6803,188,362
1543,Andrew Flower,50,33,55,26,17,9096,35.34,0,4.6,633,947,38,6669,2,340
1544,Tamim Iqbal,29,109,44,83,8,8290,36.09,0,13,317,144,293,6216,69,352
1545,Matthew L Hayden,47,64,36,87,18,7767,43.81,0,18,12,931,159,6149,286,357
1546,David C Boon,58,118,37,16,39,9157,37.04,0,6.29,789,249,118,6115,39,301
1547,Jonathan N Rhodes,49,110,33,46,183,7336,35.12,0,1.71,130,496,190,5976,92,314
1548,Ramiz Raja,56,66,31,14,106,9224,32.09,0,10,293,668,140,5767,202,289
1549,Gautam Gambhir,37,18,34,17,24,6144,39.68,0,13,461,890,205,5208,161,341
1550,Roshan Siriwardene Mahanama,52,89,35,17,104,8521,29.5,0,21,640,641,6,5214,235,261
1551,Misbah-ul-Haq,44,141,42,82,27,6945,43.41,48.97994788,7.5,415,2455,42,5139,118,316
1552,Navjot S Sidhu,55,76,33,44,127,6329,37.08,48.97994788,4.5,990,38,156,4738,239,287
1553,David A Warner,32,16,17,69,128,4498,43.43,48.97994788,8,483,101,123,4304,295,349
1554,Andrew J Strauss,42,58,27,25,148,5203,35.64,48.97994788,3,23,620,263,4262,175,291
1555,Allan J Lamb,64,131,26,30,21,5298,39.31,48.97994788,3,213,1193,35,4004,103,284
1556,John G Wright,64,148,24,15,157,6804,26.47,48.97994788,2,5,971,8,4010,49,212
1557,William Thomas Stuart Porterfield,34,126,15,27,251,5365,31.55,48.97994788,5.264759801,561,1177,181,3671,1,256
1558,Mark A Taylor,54,41,28,7,122,5907,32.24,48.97994788,6.67,18,579,151,3479,172,226
1559,Dillip B Vengsarkar,62,66,23,24,13,5179,34.73,48.97994788,4,705,60,2,3356,272,242
1560,Alastair N Cook,34,46,19,10,105,4154,36.41,48.97994788,5.264759801,183,693,436,3273,73,260
1561,David I Gower,61,88,12,22,114,4218,30.78,48.97994788,16.8,104,2099,53,2978,85,242
1562,George John Bailey,36,87,22,57,95,3645,40.59,48.97994788,5.264759801,406,109,29,2821,476,280
1563,Ajinkya M Rahane,30,34,24,33,22,3767,35.26,48.97994788,5.264759801,278,10,118,2850,303,258
1564,Augustine L Logie,58,129,14,9,0,3801,28.96,48.97994788,4.5,283,420,153,2813,62,219
1565,Darren M Bravo,30,123,18,64,148,3974,32,48.97994788,5.264759801,227,570,110,2798,375,230
1566,Stuart V Carlisle,46,33,9,28,14,4325,27.68,48.97994788,5.264759801,150,105,183,2548,324,197
1567,Salman Butt,34,21,14,7,150,3572,36.82,48.97994788,7.83,295,209,50,2377,53,256
1568,Andrew C Hudson,53,42,18,15,124,3964,29.41,48.97994788,3,645,112,32,2861,328,207
1569,Vangipurappu Venkata Sai Laxman,44,96,10,4,121,3282,30.76,48.97994788,5.71,405,1507,43,2234,141,219
1570,Nasser Hussain,50,125,16,15,37,3481,30.29,48.97994788,5.264759801,1088,838,1,2137,303,205
1571,Mathurage Don Kusal Janith Perera,28,107,11,47,235,2456,29.5,48.97994788,5.33,347,483,211,2239,150,245
1572,Mark J Greatbatch,55,64,13,37,165,3099,28.28,48.97994788,5,575,1131,314,2142,285,206
1573,Neil H Fairbrother,55,97,16,20,217,2903,39.47,48.97994788,9,166,2407,224,2091,183,233
1574,Yasir Hameed,41,86,12,6,23,3028,36.87,48.97994788,8.67,282,574,43,1758,109,217
1575,Kennedy O Otieno,46,35,12,31,96,3561,23.44,48.97994788,5,517,364,253,2150,245,167
1576,Kimberley John Hughes,65,149,17,12,82,2919,24,48.97994788,24,534,0,25,2057,250,183
1577,Sarfraz Ahmed,31,94,9,10,17,2253,32.92,48.97994788,7.5,399,1161,83,2078,117,232
1578,Bruce A Edgar,62,74,10,3,148,3685,30.75,48.97994788,2.5,13,1704,79,1803,341,164
1579,Michael A Atherton,50,147,12,1,86,3054,35.12,48.97994788,5.264759801,394,159,278,1850,205,193
1580,Craig B Wishart,45,126,5,21,134,2436,23.23,48.97994788,6,195,60,7,1651,149,177
1581,Neil D McKenzie,43,36,10,8,19,2432,37.51,48.97994788,3.52,342,780,130,1659,79,214
1582,Glenn M Turner,71,80,9,7,119,2357,47,48.97994788,0,21,207,84,1570,292,236
1583,Saleem Elahi,42,138,9,9,88,2214,36.72,48.97994788,10,496,81,309,1773,156,217
1584,Louis Rohan Duleep Mendis,66,100,7,9,137,2033,23.49,48.97994788,5.264759801,92,260,108,1533,264,177
1585,Runako S Morton,4,26,10,15,109,2289,33.76,48.97994788,2,230,1275,122,1591,48,198
1586,Jeffrey J Crowe,60,60,7,12,22,2456,25.73,48.97994788,1,251,118,101,1590,290,163
1587,Ravindu D Shah,46,133,12,10,134,2298,27.89,48.97994788,7.2,193,142,39,1414,338,180
1588,Dion D Ebrahim,38,10,4,1,151,2541,20.61,48.97994788,13.2,233,1252,222,1724,35,139
1589,Balapuwaduge Kusal Gimhan Mendis,24,139,12,22,77,1656,26.87,48.97994788,8.4,36,35,265,1244,148,210
1590,Brian C Broad,61,57,11,3,65,2447,40.03,48.97994788,6,5,2713,45,1355,7,192
1591,Asad Shafiq,33,139,9,5,91,1979,24.74,48.97994788,9,280,47,172,1288,227,168
1592,Johnson Charles,30,20,5,36,183,1592,27.71,48.97994788,14.4,481,1020,4,1316,297,203
1593,Javed Omar,42,27,10,5,58,2530,23.85,48.97994788,8.25,475,470,174,1205,224,141
1594,Junaid Siddique,31,130,6,7,56,1753,23,48.97994788,6.5,373,887,17,1194,174,162
1595,Jacobus A Rudolph,37,144,7,5,100,1725,35.58,48.97994788,6.5,268,1445,208,1011,264,191
1596,Hitesh S Modi,47,124,5,3,41,1906,23.6,48.97994788,8.53,203,904,161,1227,107,143
1597,Najibullah Zadran,26,30,8,44,185,1245,27.23,48.97994788,6,340,154,102,1037,208,204
1598,Devon S Smith,37,26,5,9,259,1506,24.63,48.97994788,6,206,776,18,830,4,167
1599,Ashwell Gavin Prince,41,49,3,4,89,1502,35.1,48.97994788,1.5,132,109,231,925,413,184
1600,Michael J Slater,49,117,9,2,268,1634,24.07,48.97994788,5.5,9,1277,252,609,143,150
1601,Akram Khan,50,12,5,2,138,1722,23.24,48.97994788,7.08,183,334,99,600,82,137
1602,Ranjan Senerath Madugalle,59,131,3,16,190,1574,18.63,48.97994788,1.5,194,259,80,872,186,131
1603,Craig M Spearman,46,93,5,9,82,1202,18.72,48.97994788,12,377,573,113,640,204,159
1604,Robin V Uthappa,33,139,6,19,243,1031,25.94,48.97994788,0,302,644,137,902,69,200
1605,Alexei N Kervezee,29,128,4,10,170,1259,28,48.97994788,8.5,469,357,36,798,138,174
1606,James W A Taylor,29,16,7,12,14,1107,42.24,48.97994788,5.264759801,871,242,144,863,221,226
1607,Wesley Barresi,34,87,6,14,26,1152,34.64,48.97994788,6,330,421,189,1000,425,198
1608,Stephen B Smith,57,98,8,0,112,1319,39.14,48.97994788,4.29,137,348,83,1046,137,197
1609,Charles W J Athey,61,107,4,4,196,1495,31.41,48.97994788,10,129,1337,218,949,41,160
1610,Maitipage Athula Rohitha Samarasekera,57,52,4,5,31,1207,22.81,48.97994788,5.17,73,28,212,900,40,156
1611,Darren Ganga,40,69,9,7,65,1414,25.55,48.97994788,24,258,102,71,1027,226,149
1612,Colin A Ingram,33,108,3,10,4,1024,32.42,48.97994788,17,296,1693,44,574,68,205
1613,Babar Hayat,27,115,8,26,108,999,39.2,48.97994788,9,349,1974,114,641,106,214
1614,Hashmatullah Shahidi,24,56,6,0,135,1164,33.45,48.97994788,8.33,131,305,26,621,162,171
1615,Christopher James Tavare,64,92,4,2,195,1471,27.69,48.97994788,1.5,282,424,225,824,5,132
1616,Rameez Shahzad,31,130,4,17,96,817,53.15,48.97994788,8,568,788,226,934,36,258
1617,Wayne Larkins,65,98,0,3,220,1047,24.63,48.97994788,8.8,639,828,0,751,27,132
1618,Jason Nazimuddin Mohammed,32,106,4,10,162,795,23.96,48.97994788,5.38,177,702,255,464,409,153
1619,Praveen K Amre,50,33,2,2,146,799,20.52,48.97994788,12,83,1848,35,692,48,132
1620,John M Brearley,76,68,3,0,48,1120,24.29,48.97994788,5.264759801,77,1995,106,728,84,112
1621,Tony P Ura,29,18,1,13,160,639,29.88,48.97994788,12,369,540,128,709,310,182
1622,Alviro N Petersen,38,55,4,3,191,610,28,48.97994788,7,244,406,280,527,429,182
1623,Carlisle A Best,59,45,2,4,23,690,24.89,48.97994788,3.79,253,482,154,707,11,153
1624,Ashok Malhotra,62,16,1,1,127,645,30.47,48.97994788,0,492,790,56,276,115,167
1625,Mehrab Hossain,40,12,2,3,64,763,24.94,48.97994788,8.4,221,7,125,451,256,136
1626,Gundappa R Viswanath,70,31,2,0,118,830,19.95,48.97994788,5.264759801,456,1493,226,536,60,111
1627,Seren Waters,28,116,2,2,62,750,20.95,48.97994788,4.67,165,306,172,313,30,119
1628,Clayton B Lambert,57,58,2,7,235,540,33.92,48.97994788,6.17,86,95,316,118,169,185
1629,W Saman Jayantha,45,13,2,4,94,530,26.67,48.97994788,5.02,444,169,70,403,79,164
1630,Hannan Sarkar,36,97,3,2,204,713,19.15,48.97994788,26,424,781,240,404,99,110
1631,Xavier M Marshall,32,14,0,13,46,545,17.86,48.97994788,4,399,506,198,275,192,132
1632,Alistair D Brown,49,47,1,3,3,427,22.13,48.97994788,5,131,49,133,228,153,165
1633,Andre D S Fletcher,31,56,2,7,22,549,14.16,48.97994788,5.57,907,911,139,482,202,115
1634,Nasir Jamal Ahmadzai,25,52,3,1,207,537,27.08,48.97994788,7,321,1016,130,467,53,150
1635,Zubin E Surkari,39,122,0,0,14,655,17.26,48.97994788,5.264759801,264,700,365,360,115,96
1636,Faisal Iqbal,37,11,0,4,85,519,22.43,48.97994788,11,330,2085,218,288,164,129
1637,Tarisai Kenneth Musakanda,24,143,1,5,15,382,21.71,48.97994788,5.5,186,270,28,192,166,156
1638,George H Worker,29,19,3,3,61,379,34,48.97994788,5,214,831,238,342,64,176
1639,Umar Amin,29,94,1,2,192,392,18.07,48.97994788,3.43,51,877,10,243,308,130
1640,Shamsur Rahman,30,109,2,9,4,350,26.6,48.97994788,13,254,1397,234,442,253,163
1641,Michael H Denness,19,100,1,2,133,417,29.33,48.97994788,5.264759801,1054,250,15,230,273,148
1642,Naved Latif,43,52,0,2,273,417,23.82,48.97994788,6.38,245,1353,286,112,0,135
1643,Daniel R Flynn,33,91,0,2,132,360,15.2,48.97994788,6.25,141,2082,16,512,134,111
1644,Shreyas S Iyer,24,47,2,3,91,218,42,48.97994788,2,383,938,172,221,279,234
1645,Mushtaq Mohammad,75,84,1,0,13,353,34.83,48.97994788,3.29,546,1139,137,281,12,156
1646,Frank Dimuth Madushanka Karunaratne,30,117,1,0,143,276,15.83,48.97994788,6.6,124,669,132,130,314,122
1647,Trevin C Bastiampillai,33,80,0,2,82,310,14.15,48.97994788,7.75,602,1628,115,43,70,101
1648,Mazhar Hussain,51,93,1,0,23,334,25.57,48.97994788,7.5,159,984,133,370,12,122
1649,Rohan B Kanhai,83,132,2,1,6,273,54.67,48.97994788,5.264759801,62,422,146,148,399,207
1650,Sylvester C Joseph,40,125,1,2,149,302,16.1,48.97994788,5.264759801,154,394,169,144,72,97
1651,Craig D Cumming,43,10,0,0,188,301,13.42,48.97994788,5.67,83,1658,154,22,159,90
1652,Cephas Zhuwawo,34,143,0,9,109,132,17.11,48.97994788,6.63,468,1125,247,27,152,200
1653,John Anderson,36,33,0,2,154,267,18.88,48.97994788,4,746,853,162,34,21,109
1654,Mohammad Boota,21,88,1,5,429,161,23.33,48.97994788,5,702,1595,39,12,25,169
1655,Julien M Wiener,63,41,1,0,410,324,20,48.97994788,8.5,204,893,174,12,149,91
1656,Anura P B Tennekoon,72,24,1,0,231,206,34.25,48.97994788,5.264759801,234,899,6,125,123,163
1657,Robert J Bailey,55,45,0,2,16,196,68.5,48.97994788,4.17,84,689,8,242,137,257
1658,Daniel Keulder,45,83,1,0,15,220,22,48.97994788,5.264759801,399,1031,87,117,98,122
1659,Bazid Khan,37,44,2,1,110,232,26.2,48.97994788,5.5,119,743,27,137,16,129
1660,Floyd L Reifer,46,6,0,2,1,229,14.63,48.97994788,5.264759801,160,2673,18,19,142,88
1661,Michael A Carberry,38,55,1,0,76,180,19,48.97994788,12,79,298,130,60,56,120
1662,Christopher R Foggo,36,129,1,1,18,174,26.5,48.97994788,12,428,612,87,213,251,135
1663,Waqas Barkat,29,103,0,0,74,184,12.75,48.97994788,5,402,406,253,68,201,91
1664,Hafiz Saad Nasim,28,8,1,1,65,124,49.5,48.97994788,7.67,275,468,223,305,263,224
1665,Ishwar Maraj,50,17,1,0,141,264,19.6,48.97994788,4.89,458,748,153,64,228,80
1666,Arvindah L Kandappah,47,23,1,3,302,156,97,48.97994788,24,113,194,340,104,244,317
1667,Aarif Sheikh,21,136,0,0,78,176,18.8,48.97994788,5,147,438,329,367,316,102
1668,Joseph V Harris,53,64,0,1,31,204,15.17,48.97994788,5.264759801,210,827,299,411,100,78
1669,Raees Ahmadzai,34,148,0,0,316,137,29.33,48.97994788,4,37,189,368,132,98,147
1670,Gregor I Maiden,39,2,0,1,149,133,21,48.97994788,4.75,129,595,166,40,196,124
1671,Gulam H Bodi,40,112,1,1,270,132,41.5,48.97994788,8,59,1328,202,142,1,176
1672,D'Arcy John Matthew Short,28,99,0,1,232,99,27.67,48.97994788,8.43,758,1155,120,9,25,173
1673,Chandrapaul Hemraj,25,28,0,2,91,98,13.67,48.97994788,7.71,497,591,58,26,51,137
1674,Kasun Disi Kithuruwan Vithanage,28,37,0,0,57,90,15,48.97994788,8.5,213,1256,73,177,99,140
1675,Ajit L Wadekar,16,51,1,0,73,90,36.5,48.97994788,5.264759801,420,689,165,68,164,191
1676,Glenroy R Sealy,78,25,0,0,116,149,24.33,48.97994788,3.5,133,1061,103,114,271,109
1677,Oliver L Pitcher,35,46,0,0,64,193,14.4,48.97994788,10,171,515,48,149,77,65
1678,Kenneth E D Carroll,35,124,0,1,16,126,11.67,48.97994788,8,395,428,209,214,548,87
1679,Shuvagata Hom,32,131,0,0,66,86,35,48.97994788,4.5,510,2061,30,200,184,188
1680,John Dillon Campbell,25,7,0,2,170,77,17.25,48.97994788,13,411,439,231,167,410,155
1681,Oronde Bascombe,30,9,0,1,59,145,10.83,48.97994788,7.33,199,807,119,69,1,68
1682,Chundangapoyil Puthiyapurayil Rizwan,30,71,0,0,110,103,30.5,48.97994788,15,77,234,216,120,571,141
1683,John A Jameson,77,25,0,0,180,158,20,48.97994788,1.5,200,56,205,57,128,81
1684,George Salmond,49,142,0,0,131,109,11.4,48.97994788,5.264759801,51,1882,289,422,31,80
1685,Frasat Ali,69,82,0,1,212,166,19,48.97994788,4.46,479,424,312,89,113,73
1686,Sohail Fazal,51,70,0,3,87,59,28,48.97994788,4,660,803,70,233,98,192
1687,Mafizur Rahman,40,84,0,0,52,104,17.67,48.97994788,6.64,444,325,103,265,155,95
1688,Ian M Stanger,47,110,0,0,191,150,10,48.97994788,6.22,79,821,32,217,65,47
1689,D Brian Close,14,54,0,1,30,50,16.33,48.97994788,7,315,820,391,160,384,166
1690,Fayyaz Ahmed,35,126,0,0,168,100,47,48.97994788,4.48,1036,1174,198,100,162,165
1691,Skhawit Ali,33,82,0,0,93,109,11.5,48.97994788,8.5,615,1160,161,233,434,65
1692,Vijay Shankar,28,141,0,0,30,64,45,48.97994788,5.26,183,171,145,305,108,196
1693,Steven R Welsh,44,16,0,1,59,77,21,48.97994788,7.35,86,109,22,13,76,109
1694,Prince S Masvaure,30,56,0,0,87,60,20,48.97994788,6.33,209,140,16,139,28,126
1695,Chamith K B Kulasekara,33,113,0,0,91,72,12.67,48.97994788,6.15,827,1467,89,162,65,85
